,term,term_d,rate
2014-07-31,0d,0.0,2.5507
2014-07-31,1m,0.08,3.4741
2014-07-31,2m,0.17,3.5676
2014-07-31,3m,0.25,3.5832
2014-07-31,6m,0.5,3.7248
2014-07-31,9m,0.75,3.7204
2014-07-31,1y,1.0,3.738
2014-07-31,2y,2.0,3.8738
2014-07-31,3y,3.0,3.9286
2014-07-31,4y,4.0,3.9678
2014-07-31,5y,5.0,4.0014
2014-07-31,6y,6.0,4.0694
2014-07-31,7y,7.0,4.1778
2014-07-31,8y,8.0,4.2245
2014-07-31,9y,9.0,4.2532
2014-07-31,10y,10.0,4.2655
2014-07-31,15y,15.0,4.4487
2014-07-31,20y,20.0,4.6307
2014-07-31,30y,30.0,4.7656
2014-07-31,40y,40.0,4.8482
2014-07-31,50y,50.0,4.8924
