,term,term_d,rate
2013-07-01,0d,0.0,2.9724
2013-07-01,1m,0.08,4.325
2013-07-01,2m,0.17,3.9
2013-07-01,3m,0.25,3.9601
2013-07-01,6m,0.5,3.5667
2013-07-01,9m,0.75,3.2569
2013-07-01,1y,1.0,3.4706
2013-07-01,2y,2.0,3.2183
2013-07-01,3y,3.0,3.2334
2013-07-01,4y,4.0,3.2976
2013-07-01,5y,5.0,3.2911
2013-07-01,6y,6.0,3.4021
2013-07-01,7y,7.0,3.3861
2013-07-01,8y,8.0,3.4983
2013-07-01,9y,9.0,3.5397
2013-07-01,10y,10.0,3.5245
2013-07-01,15y,15.0,3.7559
2013-07-01,20y,20.0,3.9891
2013-07-01,30y,30.0,4.1296
2013-07-01,40y,40.0,4.2082
2013-07-01,50y,50.0,4.2575
