,term,term_d,rate
2013-04-01,0d,0.0,1.4762
2013-04-01,1m,0.08,2.2388
2013-04-01,2m,0.17,2.6988
2013-04-01,3m,0.25,2.6677
2013-04-01,6m,0.5,2.6177
2013-04-01,9m,0.75,2.6199
2013-04-01,1y,1.0,2.6799
2013-04-01,2y,2.0,3.0257
2013-04-01,3y,3.0,3.0744
2013-04-01,4y,4.0,3.2435
2013-04-01,5y,5.0,3.2741
2013-04-01,6y,6.0,3.4482
2013-04-01,7y,7.0,3.4514
2013-04-01,8y,8.0,3.5153
2013-04-01,9y,9.0,3.5301
2013-04-01,10y,10.0,3.5303
2013-04-01,15y,15.0,3.8254
2013-04-01,20y,20.0,4.0759
2013-04-01,30y,30.0,4.1885
2013-04-01,40y,40.0,4.2696
2013-04-01,50y,50.0,4.3385
