,term,term_d,rate
2011-01-25,0d,0.0,4.0366
2011-01-25,1m,0.08,3.7243
2011-01-25,2m,0.17,3.4304
2011-01-25,3m,0.25,3.3369
2011-01-25,6m,0.5,3.1988
2011-01-25,9m,0.75,3.1782
2011-01-25,1y,1.0,3.2104
2011-01-25,2y,2.0,3.2801
2011-01-25,3y,3.0,3.3632
2011-01-25,4y,4.0,3.4936
2011-01-25,5y,5.0,3.6133
2011-01-25,6y,6.0,3.7857
2011-01-25,7y,7.0,3.8242
2011-01-25,8y,8.0,3.8757
2011-01-25,9y,9.0,3.9416
2011-01-25,10y,10.0,4.0152
2011-01-25,15y,15.0,4.1681
2011-01-25,20y,20.0,4.2394
2011-01-25,30y,30.0,4.3342
2011-01-25,40y,40.0,4.3864
2011-01-25,50y,50.0,4.4510000000000005
