,term,term_d,rate
2013-12-19,0d,0.0,2.8677
2013-12-19,1m,0.08,5.2702
2013-12-19,2m,0.17,4.9614
2013-12-19,3m,0.25,4.7619
2013-12-19,6m,0.5,4.2861
2013-12-19,9m,0.75,4.1879
2013-12-19,1y,1.0,4.0953
2013-12-19,2y,2.0,4.4034
2013-12-19,3y,3.0,4.4110000000000005
2013-12-19,4y,4.0,4.5279
2013-12-19,5y,5.0,4.4705
2013-12-19,6y,6.0,4.6852
2013-12-19,7y,7.0,4.6108
2013-12-19,8y,8.0,4.6272
2013-12-19,9y,9.0,4.624
2013-12-19,10y,10.0,4.6016
2013-12-19,15y,15.0,4.8383
2013-12-19,20y,20.0,5.0615
2013-12-19,30y,30.0,5.1384
2013-12-19,40y,40.0,5.247000000000001
2013-12-19,50y,50.0,5.3019
