,term,term_d,rate
2012-11-19,0d,0.0,1.7186
2012-11-19,1m,0.08,2.5051
2012-11-19,2m,0.17,2.852
2012-11-19,3m,0.25,2.8534
2012-11-19,6m,0.5,2.8055
2012-11-19,9m,0.75,2.8053
2012-11-19,1y,1.0,2.8633
2012-11-19,2y,2.0,2.9797
2012-11-19,3y,3.0,2.9953
2012-11-19,4y,4.0,3.0782
2012-11-19,5y,5.0,3.1259
2012-11-19,6y,6.0,3.292
2012-11-19,7y,7.0,3.4068
2012-11-19,8y,8.0,3.4523
2012-11-19,9y,9.0,3.4839
2012-11-19,10y,10.0,3.5010000000000003
2012-11-19,15y,15.0,3.8138
2012-11-19,20y,20.0,4.0806
2012-11-19,30y,30.0,4.1874
2012-11-19,40y,40.0,4.2704
2012-11-19,50y,50.0,4.3232
