,term,term_d,rate
2011-03-25,0d,0.0,1.3401
2011-03-25,1m,0.08,1.9473
2011-03-25,2m,0.17,2.4422
2011-03-25,3m,0.25,2.6019
2011-03-25,6m,0.5,2.6741
2011-03-25,9m,0.75,2.7446
2011-03-25,1y,1.0,2.8510000000000004
2011-03-25,2y,2.0,3.1592
2011-03-25,3y,3.0,3.2223
2011-03-25,4y,4.0,3.4212
2011-03-25,5y,5.0,3.4953
2011-03-25,6y,6.0,3.676
2011-03-25,7y,7.0,3.7107
2011-03-25,8y,8.0,3.8067
2011-03-25,9y,9.0,3.8648
2011-03-25,10y,10.0,3.8714
2011-03-25,15y,15.0,4.0581
2011-03-25,20y,20.0,4.1746
2011-03-25,30y,30.0,4.3003
2011-03-25,40y,40.0,4.3705
2011-03-25,50y,50.0,4.4362
