,term,term_d,rate
2012-10-16,0d,0.0,1.4004
2012-10-16,1m,0.08,2.0783
2012-10-16,2m,0.17,2.5859
2012-10-16,3m,0.25,2.7231
2012-10-16,6m,0.5,2.7272
2012-10-16,9m,0.75,2.7316
2012-10-16,1y,1.0,2.7641
2012-10-16,2y,2.0,2.9357
2012-10-16,3y,3.0,3.0355
2012-10-16,4y,4.0,3.1519999999999997
2012-10-16,5y,5.0,3.1879
2012-10-16,6y,6.0,3.3319
2012-10-16,7y,7.0,3.4442
2012-10-16,8y,8.0,3.4563
2012-10-16,9y,9.0,3.4711
2012-10-16,10y,10.0,3.4903
2012-10-16,15y,15.0,3.8123
2012-10-16,20y,20.0,4.1022
2012-10-16,30y,30.0,4.1992
2012-10-16,40y,40.0,4.2639
2012-10-16,50y,50.0,4.3061
