,term,term_d,rate
2013-04-15,0d,0.0,1.538
2013-04-15,1m,0.08,2.2052
2013-04-15,2m,0.17,2.6055
2013-04-15,3m,0.25,2.5844
2013-04-15,6m,0.5,2.5747
2013-04-15,9m,0.75,2.6048
2013-04-15,1y,1.0,2.6636
2013-04-15,2y,2.0,2.9762
2013-04-15,3y,3.0,3.0103
2013-04-15,4y,4.0,3.1889
2013-04-15,5y,5.0,3.1959
2013-04-15,6y,6.0,3.3763
2013-04-15,7y,7.0,3.3795
2013-04-15,8y,8.0,3.4368
2013-04-15,9y,9.0,3.44
2013-04-15,10y,10.0,3.4405
2013-04-15,15y,15.0,3.7822
2013-04-15,20y,20.0,4.0427
2013-04-15,30y,30.0,4.1719
2013-04-15,40y,40.0,4.253
2013-04-15,50y,50.0,4.3302
