,term,term_d,rate
2013-04-22,0d,0.0,2.1216
2013-04-22,1m,0.08,2.3845
2013-04-22,2m,0.17,2.5795
2013-04-22,3m,0.25,2.6108
2013-04-22,6m,0.5,2.6895
2013-04-22,9m,0.75,2.7276
2013-04-22,1y,1.0,2.8898
2013-04-22,2y,2.0,3.0042
2013-04-22,3y,3.0,3.0423
2013-04-22,4y,4.0,3.2048
2013-04-22,5y,5.0,3.2349
2013-04-22,6y,6.0,3.4149
2013-04-22,7y,7.0,3.4179
2013-04-22,8y,8.0,3.4579
2013-04-22,9y,9.0,3.4753
2013-04-22,10y,10.0,3.4867
2013-04-22,15y,15.0,3.7964
2013-04-22,20y,20.0,4.0381
2013-04-22,30y,30.0,4.1746
2013-04-22,40y,40.0,4.2557
2013-04-22,50y,50.0,4.3315
