,term,term_d,rate
2015-11-26,0d,0.0,1.5788
2015-11-26,1m,0.08,2.1645
2015-11-26,2m,0.17,2.4781
2015-11-26,3m,0.25,2.4969
2015-11-26,6m,0.5,2.5305
2015-11-26,9m,0.75,2.5414
2015-11-26,1y,1.0,2.5639
2015-11-26,2y,2.0,2.7235
2015-11-26,3y,3.0,2.8513
2015-11-26,4y,4.0,2.8885
2015-11-26,5y,5.0,2.909
2015-11-26,6y,6.0,3.0212
2015-11-26,7y,7.0,3.0899
2015-11-26,8y,8.0,3.0812
2015-11-26,9y,9.0,3.0644
2015-11-26,10y,10.0,3.0503
2015-11-26,15y,15.0,3.373
2015-11-26,20y,20.0,3.6957
2015-11-26,30y,30.0,3.8273
2015-11-26,40y,40.0,3.8505
2015-11-26,50y,50.0,3.8706
