,term,term_d,rate
2012-08-09,0d,0.0,1.5438
2012-08-09,1m,0.08,2.0115
2012-08-09,2m,0.17,2.3161
2012-08-09,3m,0.25,2.3362
2012-08-09,6m,0.5,2.4273
2012-08-09,9m,0.75,2.3853
2012-08-09,1y,1.0,2.4381
2012-08-09,2y,2.0,2.5862
2012-08-09,3y,3.0,2.6777
2012-08-09,4y,4.0,2.7323
2012-08-09,5y,5.0,2.9504
2012-08-09,6y,6.0,3.1033
2012-08-09,7y,7.0,3.1715
2012-08-09,8y,8.0,3.2736
2012-08-09,9y,9.0,3.2960000000000003
2012-08-09,10y,10.0,3.3023
2012-08-09,15y,15.0,3.6254
2012-08-09,20y,20.0,3.9065
2012-08-09,30y,30.0,4.1307
2012-08-09,40y,40.0,4.1737
2012-08-09,50y,50.0,4.2372
