,term,term_d,rate
2014-10-21,0d,0.0,2.1117
2014-10-21,1m,0.08,3.3702
2014-10-21,2m,0.17,3.3847
2014-10-21,3m,0.25,3.4956
2014-10-21,6m,0.5,3.4975
2014-10-21,9m,0.75,3.4688
2014-10-21,1y,1.0,3.4849
2014-10-21,2y,2.0,3.5045
2014-10-21,3y,3.0,3.5114
2014-10-21,4y,4.0,3.5263
2014-10-21,5y,5.0,3.5524
2014-10-21,6y,6.0,3.6091
2014-10-21,7y,7.0,3.7121
2014-10-21,8y,8.0,3.7229
2014-10-21,9y,9.0,3.7288
2014-10-21,10y,10.0,3.7323
2014-10-21,15y,15.0,3.9506
2014-10-21,20y,20.0,4.1405
2014-10-21,30y,30.0,4.3822
2014-10-21,40y,40.0,4.4733
2014-10-21,50y,50.0,4.5275
