,term,term_d,rate
2014-10-15,0d,0.0,2.1947
2014-10-15,1m,0.08,3.4764
2014-10-15,2m,0.17,3.4946
2014-10-15,3m,0.25,3.5659
2014-10-15,6m,0.5,3.6002
2014-10-15,9m,0.75,3.5712
2014-10-15,1y,1.0,3.6355
2014-10-15,2y,2.0,3.6359
2014-10-15,3y,3.0,3.6413
2014-10-15,4y,4.0,3.6888
2014-10-15,5y,5.0,3.7153
2014-10-15,6y,6.0,3.7442
2014-10-15,7y,7.0,3.8066
2014-10-15,8y,8.0,3.8129
2014-10-15,9y,9.0,3.82
2014-10-15,10y,10.0,3.8215
2014-10-15,15y,15.0,4.0398
2014-10-15,20y,20.0,4.2297
2014-10-15,30y,30.0,4.4714
2014-10-15,40y,40.0,4.6233
2014-10-15,50y,50.0,4.6775
