,term,term_d,rate
2012-07-23,0d,0.0,2.2722
2012-07-23,1m,0.08,2.1326
2012-07-23,2m,0.17,2.0489
2012-07-23,3m,0.25,2.1189
2012-07-23,6m,0.5,2.1412
2012-07-23,9m,0.75,2.2298
2012-07-23,1y,1.0,2.2849
2012-07-23,2y,2.0,2.2998
2012-07-23,3y,3.0,2.4083
2012-07-23,4y,4.0,2.617
2012-07-23,5y,5.0,2.8123
2012-07-23,6y,6.0,2.9877
2012-07-23,7y,7.0,3.0504
2012-07-23,8y,8.0,3.2534
2012-07-23,9y,9.0,3.2725
2012-07-23,10y,10.0,3.2760000000000002
2012-07-23,15y,15.0,3.6097
2012-07-23,20y,20.0,3.8908
2012-07-23,30y,30.0,4.1003
2012-07-23,40y,40.0,4.16
2012-07-23,50y,50.0,4.2303
