,term,term_d,rate
2012-07-25,0d,0.0,1.6259
2012-07-25,1m,0.08,1.8395
2012-07-25,2m,0.17,2.0531
2012-07-25,3m,0.25,2.1446
2012-07-25,6m,0.5,2.1867
2012-07-25,9m,0.75,2.2299
2012-07-25,1y,1.0,2.2819
2012-07-25,2y,2.0,2.3445
2012-07-25,3y,3.0,2.4904
2012-07-25,4y,4.0,2.6345
2012-07-25,5y,5.0,2.8137
2012-07-25,6y,6.0,2.9884
2012-07-25,7y,7.0,3.0707
2012-07-25,8y,8.0,3.2573
2012-07-25,9y,9.0,3.273
2012-07-25,10y,10.0,3.2760000000000002
2012-07-25,15y,15.0,3.6097
2012-07-25,20y,20.0,3.8908
2012-07-25,30y,30.0,4.105
2012-07-25,40y,40.0,4.1633
2012-07-25,50y,50.0,4.2321
