,term,term_d,rate
2014-02-13,0d,0.0,2.2897
2014-02-13,1m,0.08,3.997
2014-02-13,2m,0.17,3.3386
2014-02-13,3m,0.25,3.2945
2014-02-13,6m,0.5,3.3605
2014-02-13,9m,0.75,3.366
2014-02-13,1y,1.0,3.4683
2014-02-13,2y,2.0,3.7076
2014-02-13,3y,3.0,3.8334
2014-02-13,4y,4.0,4.2519
2014-02-13,5y,5.0,4.1864
2014-02-13,6y,6.0,4.4629
2014-02-13,7y,7.0,4.4015
2014-02-13,8y,8.0,4.5399
2014-02-13,9y,9.0,4.5508
2014-02-13,10y,10.0,4.4783
2014-02-13,15y,15.0,4.7146
2014-02-13,20y,20.0,4.9478
2014-02-13,30y,30.0,5.0423
2014-02-13,40y,40.0,5.1207
2014-02-13,50y,50.0,5.1756
