,term,term_d,rate
2015-04-29,0d,0.0,1.3287
2015-04-29,1m,0.08,2.435
2015-04-29,2m,0.17,2.7048
2015-04-29,3m,0.25,2.7071
2015-04-29,6m,0.5,2.9343
2015-04-29,9m,0.75,2.8293
2015-04-29,1y,1.0,2.8267
2015-04-29,2y,2.0,3.0048
2015-04-29,3y,3.0,3.1664
2015-04-29,4y,4.0,3.2294
2015-04-29,5y,5.0,3.2581
2015-04-29,6y,6.0,3.3147
2015-04-29,7y,7.0,3.3617
2015-04-29,8y,8.0,3.3856
2015-04-29,9y,9.0,3.3935
2015-04-29,10y,10.0,3.4
2015-04-29,15y,15.0,3.6889999999999996
2015-04-29,20y,20.0,4.013
2015-04-29,30y,30.0,4.1715
2015-04-29,40y,40.0,4.2425
2015-04-29,50y,50.0,4.2963
