,term,term_d,rate
2012-11-02,0d,0.0,2.1205
2012-11-02,1m,0.08,2.5101
2012-11-02,2m,0.17,2.8454
2012-11-02,3m,0.25,2.929
2012-11-02,6m,0.5,2.8365
2012-11-02,9m,0.75,2.8563
2012-11-02,1y,1.0,2.9555
2012-11-02,2y,2.0,3.0786
2012-11-02,3y,3.0,3.092
2012-11-02,4y,4.0,3.1835
2012-11-02,5y,5.0,3.2164
2012-11-02,6y,6.0,3.4148
2012-11-02,7y,7.0,3.5054
2012-11-02,8y,8.0,3.5274
2012-11-02,9y,9.0,3.5552
2012-11-02,10y,10.0,3.5852
2012-11-02,15y,15.0,3.8588
2012-11-02,20y,20.0,4.1116
2012-11-02,30y,30.0,4.2049
2012-11-02,40y,40.0,4.2776
2012-11-02,50y,50.0,4.3198
