,term,term_d,rate
2011-04-27,0d,0.0,1.3635
2011-04-27,1m,0.08,2.0926
2011-04-27,2m,0.17,2.594
2011-04-27,3m,0.25,2.6318
2011-04-27,6m,0.5,2.7094
2011-04-27,9m,0.75,2.7468
2011-04-27,1y,1.0,2.8078
2011-04-27,2y,2.0,3.0994
2011-04-27,3y,3.0,3.2581
2011-04-27,4y,4.0,3.3724
2011-04-27,5y,5.0,3.4706
2011-04-27,6y,6.0,3.6598
2011-04-27,7y,7.0,3.6847
2011-04-27,8y,8.0,3.7960000000000003
2011-04-27,9y,9.0,3.8484
2011-04-27,10y,10.0,3.8812
2011-04-27,15y,15.0,4.051
2011-04-27,20y,20.0,4.155
2011-04-27,30y,30.0,4.2865
2011-04-27,40y,40.0,4.3651
2011-04-27,50y,50.0,4.428999999999999
