,term,term_d,rate
2012-07-10,0d,0.0,1.2723
2012-07-10,1m,0.08,1.6369999999999998
2012-07-10,2m,0.17,1.9256
2012-07-10,3m,0.25,1.9847
2012-07-10,6m,0.5,2.1288
2012-07-10,9m,0.75,2.1536
2012-07-10,1y,1.0,2.2161
2012-07-10,2y,2.0,2.2518
2012-07-10,3y,3.0,2.451
2012-07-10,4y,4.0,2.5886
2012-07-10,5y,5.0,2.8053
2012-07-10,6y,6.0,2.9862
2012-07-10,7y,7.0,3.0239
2012-07-10,8y,8.0,3.2217
2012-07-10,9y,9.0,3.2495
2012-07-10,10y,10.0,3.2549
2012-07-10,15y,15.0,3.5943
2012-07-10,20y,20.0,3.878
2012-07-10,30y,30.0,4.0764
2012-07-10,40y,40.0,4.149
2012-07-10,50y,50.0,4.2248
