,term,term_d,rate
2011-10-18,0d,0.0,2.1081
2011-10-18,1m,0.08,2.6652
2011-10-18,2m,0.17,3.0351
2011-10-18,3m,0.25,3.0638
2011-10-18,6m,0.5,3.1173
2011-10-18,9m,0.75,3.1285
2011-10-18,1y,1.0,3.1412
2011-10-18,2y,2.0,3.4047
2011-10-18,3y,3.0,3.4944
2011-10-18,4y,4.0,3.55
2011-10-18,5y,5.0,3.5883
2011-10-18,6y,6.0,3.658
2011-10-18,7y,7.0,3.6699
2011-10-18,8y,8.0,3.7401
2011-10-18,9y,9.0,3.7401
2011-10-18,10y,10.0,3.7407
2011-10-18,15y,15.0,4.0507
2011-10-18,20y,20.0,4.2068
2011-10-18,30y,30.0,4.3016
2011-10-18,40y,40.0,4.4047
2011-10-18,50y,50.0,4.4964
