,term,term_d,rate
2011-10-11,0d,0.0,2.419
2011-10-11,1m,0.08,2.7933
2011-10-11,2m,0.17,3.1677
2011-10-11,3m,0.25,3.3203
2011-10-11,6m,0.5,3.3739
2011-10-11,9m,0.75,3.3777
2011-10-11,1y,1.0,3.3824
2011-10-11,2y,2.0,3.4477
2011-10-11,3y,3.0,3.4918
2011-10-11,4y,4.0,3.5519
2011-10-11,5y,5.0,3.5631
2011-10-11,6y,6.0,3.6383
2011-10-11,7y,7.0,3.6792
2011-10-11,8y,8.0,3.7426
2011-10-11,9y,9.0,3.766
2011-10-11,10y,10.0,3.7593
2011-10-11,15y,15.0,4.0911
2011-10-11,20y,20.0,4.2657
2011-10-11,30y,30.0,4.3608
2011-10-11,40y,40.0,4.4359
2011-10-11,50y,50.0,4.5276
