,term,term_d,rate
2012-02-20,0d,0.0,3.0539
2012-02-20,1m,0.08,3.0663
2012-02-20,2m,0.17,3.077
2012-02-20,3m,0.25,3.0706
2012-02-20,6m,0.5,2.9051
2012-02-20,9m,0.75,2.9066
2012-02-20,1y,1.0,2.9219
2012-02-20,2y,2.0,2.986
2012-02-20,3y,3.0,3.0061
2012-02-20,4y,4.0,3.1008
2012-02-20,5y,5.0,3.148
2012-02-20,6y,6.0,3.3703
2012-02-20,7y,7.0,3.4199
2012-02-20,8y,8.0,3.4994
2012-02-20,9y,9.0,3.5088
2012-02-20,10y,10.0,3.5116
2012-02-20,15y,15.0,3.759
2012-02-20,20y,20.0,4.0017
2012-02-20,30y,30.0,4.0933
2012-02-20,40y,40.0,4.199
2012-02-20,50y,50.0,4.2931
