,term,term_d,rate
2013-10-21,0d,0.0,2.2197
2013-10-21,1m,0.08,3.6388
2013-10-21,2m,0.17,3.6584
2013-10-21,3m,0.25,3.4821
2013-10-21,6m,0.5,3.4416
2013-10-21,9m,0.75,3.4951
2013-10-21,1y,1.0,3.5522
2013-10-21,2y,2.0,3.7379
2013-10-21,3y,3.0,3.8515
2013-10-21,4y,4.0,3.9198
2013-10-21,5y,5.0,3.9607
2013-10-21,6y,6.0,4.0935
2013-10-21,7y,7.0,4.106
2013-10-21,8y,8.0,4.1195
2013-10-21,9y,9.0,4.1251
2013-10-21,10y,10.0,4.1105
2013-10-21,15y,15.0,4.3461
2013-10-21,20y,20.0,4.5499
2013-10-21,30y,30.0,4.7393
2013-10-21,40y,40.0,4.7824
2013-10-21,50y,50.0,4.8123
