,term,term_d,rate
2011-06-29,0d,0.0,2.8816
2011-06-29,1m,0.08,3.1869
2011-06-29,2m,0.17,3.3864
2011-06-29,3m,0.25,3.4
2011-06-29,6m,0.5,3.4444
2011-06-29,9m,0.75,3.4431
2011-06-29,1y,1.0,3.4915
2011-06-29,2y,2.0,3.5019
2011-06-29,3y,3.0,3.4601
2011-06-29,4y,4.0,3.4978
2011-06-29,5y,5.0,3.5536
2011-06-29,6y,6.0,3.6519999999999997
2011-06-29,7y,7.0,3.738
2011-06-29,8y,8.0,3.85
2011-06-29,9y,9.0,3.8757
2011-06-29,10y,10.0,3.8833
2011-06-29,15y,15.0,4.1016
2011-06-29,20y,20.0,4.2893
2011-06-29,30y,30.0,4.5058
2011-06-29,40y,40.0,4.5573
2011-06-29,50y,50.0,4.6168
