,term,term_d,rate
2011-02-09,0d,0.0,2.8533
2011-02-09,1m,0.08,3.0268
2011-02-09,2m,0.17,3.153
2011-02-09,3m,0.25,3.1715
2011-02-09,6m,0.5,3.1763
2011-02-09,9m,0.75,3.1919
2011-02-09,1y,1.0,3.1995
2011-02-09,2y,2.0,3.2942
2011-02-09,3y,3.0,3.43
2011-02-09,4y,4.0,3.572
2011-02-09,5y,5.0,3.7123
2011-02-09,6y,6.0,3.8614
2011-02-09,7y,7.0,3.9023
2011-02-09,8y,8.0,3.94
2011-02-09,9y,9.0,4.0138
2011-02-09,10y,10.0,4.1006
2011-02-09,15y,15.0,4.2223
2011-02-09,20y,20.0,4.2771
2011-02-09,30y,30.0,4.3719
2011-02-09,40y,40.0,4.4239999999999995
2011-02-09,50y,50.0,4.4886
