,term,term_d,rate
2013-12-09,0d,0.0,2.7797
2013-12-09,1m,0.08,4.535
2013-12-09,2m,0.17,4.4608
2013-12-09,3m,0.25,4.5857
2013-12-09,6m,0.5,4.1845
2013-12-09,9m,0.75,4.17
2013-12-09,1y,1.0,4.0364
2013-12-09,2y,2.0,4.3822
2013-12-09,3y,3.0,4.3991
2013-12-09,4y,4.0,4.478
2013-12-09,5y,5.0,4.4418
2013-12-09,6y,6.0,4.593999999999999
2013-12-09,7y,7.0,4.5353
2013-12-09,8y,8.0,4.5492
2013-12-09,9y,9.0,4.5745
2013-12-09,10y,10.0,4.5413
2013-12-09,15y,15.0,4.7782
2013-12-09,20y,20.0,5.0014
2013-12-09,30y,30.0,5.0783
2013-12-09,40y,40.0,5.1869
2013-12-09,50y,50.0,5.2418
