,term,term_d,rate
2014-03-11,0d,0.0,0.9797
2014-03-11,1m,0.08,3.0810000000000004
2014-03-11,2m,0.17,3.0341
2014-03-11,3m,0.25,3.1039
2014-03-11,6m,0.5,3.1337
2014-03-11,9m,0.75,2.9594
2014-03-11,1y,1.0,3.2401
2014-03-11,2y,2.0,3.5258
2014-03-11,3y,3.0,3.7131
2014-03-11,4y,4.0,4.1553
2014-03-11,5y,5.0,4.1651
2014-03-11,6y,6.0,4.4436
2014-03-11,7y,7.0,4.3509
2014-03-11,8y,8.0,4.4741
2014-03-11,9y,9.0,4.4632
2014-03-11,10y,10.0,4.5125
2014-03-11,15y,15.0,4.7478
2014-03-11,20y,20.0,4.981
2014-03-11,30y,30.0,5.0894
2014-03-11,40y,40.0,5.1622
2014-03-11,50y,50.0,5.2164
