,term,term_d,rate
2011-07-05,0d,0.0,2.7612
2011-07-05,1m,0.08,3.1554
2011-07-05,2m,0.17,3.4387
2011-07-05,3m,0.25,3.2927
2011-07-05,6m,0.5,3.2828
2011-07-05,9m,0.75,3.3169999999999997
2011-07-05,1y,1.0,3.404
2011-07-05,2y,2.0,3.4384
2011-07-05,3y,3.0,3.3956
2011-07-05,4y,4.0,3.4622
2011-07-05,5y,5.0,3.5269
2011-07-05,6y,6.0,3.6529
2011-07-05,7y,7.0,3.7075
2011-07-05,8y,8.0,3.8065
2011-07-05,9y,9.0,3.878
2011-07-05,10y,10.0,3.8909
2011-07-05,15y,15.0,4.102
2011-07-05,20y,20.0,4.2971
2011-07-05,30y,30.0,4.5055
2011-07-05,40y,40.0,4.558
2011-07-05,50y,50.0,4.6181
