,term,term_d,rate
2013-03-20,0d,0.0,1.2657
2013-03-20,1m,0.08,2.1539
2013-03-20,2m,0.17,2.6951
2013-03-20,3m,0.25,2.6997
2013-03-20,6m,0.5,2.6661
2013-03-20,9m,0.75,2.6666
2013-03-20,1y,1.0,2.7441
2013-03-20,2y,2.0,3.0631
2013-03-20,3y,3.0,3.0963
2013-03-20,4y,4.0,3.2806
2013-03-20,5y,5.0,3.2936
2013-03-20,6y,6.0,3.4619
2013-03-20,7y,7.0,3.48
2013-03-20,8y,8.0,3.5296
2013-03-20,9y,9.0,3.5569
2013-03-20,10y,10.0,3.5722
2013-03-20,15y,15.0,3.8488
2013-03-20,20y,20.0,4.0992
2013-03-20,30y,30.0,4.2003
2013-03-20,40y,40.0,4.2814
2013-03-20,50y,50.0,4.3446
