,term,term_d,rate
2013-10-31,0d,0.0,3.2996
2013-10-31,1m,0.08,3.971
2013-10-31,2m,0.17,3.8532
2013-10-31,3m,0.25,3.8256
2013-10-31,6m,0.5,3.8202
2013-10-31,9m,0.75,3.9291
2013-10-31,1y,1.0,3.9752
2013-10-31,2y,2.0,3.9789
2013-10-31,3y,3.0,4.0099
2013-10-31,4y,4.0,4.0667
2013-10-31,5y,5.0,4.0654
2013-10-31,6y,6.0,4.1644
2013-10-31,7y,7.0,4.1302
2013-10-31,8y,8.0,4.1985
2013-10-31,9y,9.0,4.2097
2013-10-31,10y,10.0,4.1806
2013-10-31,15y,15.0,4.4043
2013-10-31,20y,20.0,4.5925
2013-10-31,30y,30.0,4.7507
2013-10-31,40y,40.0,4.8019
2013-10-31,50y,50.0,4.8518
