,term,term_d,rate
2014-10-31,0d,0.0,2.1287
2014-10-31,1m,0.08,3.2958
2014-10-31,2m,0.17,3.3582
2014-10-31,3m,0.25,3.3819
2014-10-31,6m,0.5,3.3543
2014-10-31,9m,0.75,3.3529
2014-10-31,1y,1.0,3.3555
2014-10-31,2y,2.0,3.3977
2014-10-31,3y,3.0,3.4376
2014-10-31,4y,4.0,3.4936
2014-10-31,5y,5.0,3.5571
2014-10-31,6y,6.0,3.6595
2014-10-31,7y,7.0,3.7309
2014-10-31,8y,8.0,3.7454
2014-10-31,9y,9.0,3.7521
2014-10-31,10y,10.0,3.7559
2014-10-31,15y,15.0,3.975
2014-10-31,20y,20.0,4.1649
2014-10-31,30y,30.0,4.2552
2014-10-31,40y,40.0,4.3279
2014-10-31,50y,50.0,4.3821
