,term,term_d,rate
2013-04-09,0d,0.0,1.6247
2013-04-09,1m,0.08,2.2568
2013-04-09,2m,0.17,2.6361
2013-04-09,3m,0.25,2.5812
2013-04-09,6m,0.5,2.582
2013-04-09,9m,0.75,2.5810000000000004
2013-04-09,1y,1.0,2.6421
2013-04-09,2y,2.0,2.9739
2013-04-09,3y,3.0,3.0244
2013-04-09,4y,4.0,3.2039999999999997
2013-04-09,5y,5.0,3.2261
2013-04-09,6y,6.0,3.388
2013-04-09,7y,7.0,3.4056
2013-04-09,8y,8.0,3.4666
2013-04-09,9y,9.0,3.47
2013-04-09,10y,10.0,3.4705
2013-04-09,15y,15.0,3.7953
2013-04-09,20y,20.0,4.0458
2013-04-09,30y,30.0,4.1735
2013-04-09,40y,40.0,4.2546
2013-04-09,50y,50.0,4.3309
