,term,term_d,rate
2013-06-13,0d,0.0,5.2074
2013-06-13,1m,0.08,4.2494
2013-06-13,2m,0.17,3.5979
2013-06-13,3m,0.25,3.3482
2013-06-13,6m,0.5,3.1738
2013-06-13,9m,0.75,3.1416
2013-06-13,1y,1.0,3.0859
2013-06-13,2y,2.0,3.134
2013-06-13,3y,3.0,3.1401
2013-06-13,4y,4.0,3.2173
2013-06-13,5y,5.0,3.2567
2013-06-13,6y,6.0,3.3848
2013-06-13,7y,7.0,3.3916
2013-06-13,8y,8.0,3.4097
2013-06-13,9y,9.0,3.4431
2013-06-13,10y,10.0,3.4591
2013-06-13,15y,15.0,3.7244
2013-06-13,20y,20.0,3.9741
2013-06-13,30y,30.0,4.1221
2013-06-13,40y,40.0,4.2007
2013-06-13,50y,50.0,4.2538
