,term,term_d,rate
2014-12-16,0d,0.0,2.3837
2014-12-16,1m,0.08,3.4392
2014-12-16,2m,0.17,3.3593
2014-12-16,3m,0.25,3.3114
2014-12-16,6m,0.5,3.3017
2014-12-16,9m,0.75,3.2927
2014-12-16,1y,1.0,3.3283
2014-12-16,2y,2.0,3.3698
2014-12-16,3y,3.0,3.4171
2014-12-16,4y,4.0,3.5273
2014-12-16,5y,5.0,3.6546
2014-12-16,6y,6.0,3.7034
2014-12-16,7y,7.0,3.7229
2014-12-16,8y,8.0,3.7409
2014-12-16,9y,9.0,3.7462
2014-12-16,10y,10.0,3.7522
2014-12-16,15y,15.0,3.9695
2014-12-16,20y,20.0,4.1594
2014-12-16,30y,30.0,4.2497
2014-12-16,40y,40.0,4.2947
2014-12-16,50y,50.0,4.3489
