,term,term_d,rate
2013-11-15,0d,0.0,3.6137
2013-11-15,1m,0.08,4.6852
2013-11-15,2m,0.17,4.3934
2013-11-15,3m,0.25,4.3642
2013-11-15,6m,0.5,4.1602
2013-11-15,9m,0.75,4.1857
2013-11-15,1y,1.0,4.1454
2013-11-15,2y,2.0,4.4029
2013-11-15,3y,3.0,4.4639
2013-11-15,4y,4.0,4.4962
2013-11-15,5y,5.0,4.4698
2013-11-15,6y,6.0,4.5898
2013-11-15,7y,7.0,4.5577
2013-11-15,8y,8.0,4.5483
2013-11-15,9y,9.0,4.5482
2013-11-15,10y,10.0,4.6006
2013-11-15,15y,15.0,4.7795
2013-11-15,20y,20.0,4.9477
2013-11-15,30y,30.0,5.0157
2013-11-15,40y,40.0,5.0919
2013-11-15,50y,50.0,5.1568
