,term,term_d,rate
2012-12-31,0d,0.0,3.2706
2012-12-31,1m,0.08,3.0744
2012-12-31,2m,0.17,2.8781
2012-12-31,3m,0.25,2.7821
2012-12-31,6m,0.5,2.7967
2012-12-31,9m,0.75,2.8262
2012-12-31,1y,1.0,2.905
2012-12-31,2y,2.0,3.0589
2012-12-31,3y,3.0,3.0956
2012-12-31,4y,4.0,3.1484
2012-12-31,5y,5.0,3.2227
2012-12-31,6y,6.0,3.3898
2012-12-31,7y,7.0,3.4658
2012-12-31,8y,8.0,3.513
2012-12-31,9y,9.0,3.5460000000000003
2012-12-31,10y,10.0,3.5738
2012-12-31,15y,15.0,3.8544
2012-12-31,20y,20.0,4.0937
2012-12-31,30y,30.0,4.1997
2012-12-31,40y,40.0,4.2866
2012-12-31,50y,50.0,4.3512
