,term,term_d,rate
2013-03-27,0d,0.0,1.1757
2013-03-27,1m,0.08,2.1313
2013-03-27,2m,0.17,2.7078
2013-03-27,3m,0.25,2.67
2013-03-27,6m,0.5,2.6244
2013-03-27,9m,0.75,2.6045
2013-03-27,1y,1.0,2.6879
2013-03-27,2y,2.0,3.0586
2013-03-27,3y,3.0,3.1053
2013-03-27,4y,4.0,3.2796
2013-03-27,5y,5.0,3.303
2013-03-27,6y,6.0,3.4679
2013-03-27,7y,7.0,3.4872
2013-03-27,8y,8.0,3.5366
2013-03-27,9y,9.0,3.5548
2013-03-27,10y,10.0,3.5611
2013-03-27,15y,15.0,3.8428
2013-03-27,20y,20.0,4.0933
2013-03-27,30y,30.0,4.1972
2013-03-27,40y,40.0,4.2783
2013-03-27,50y,50.0,4.3429
