,term,term_d,rate
2012-05-28,0d,0.0,1.1497
2012-05-28,1m,0.08,1.7722
2012-05-28,2m,0.17,2.1661
2012-05-28,3m,0.25,2.1819
2012-05-28,6m,0.5,2.1959
2012-05-28,9m,0.75,2.199
2012-05-28,1y,1.0,2.25
2012-05-28,2y,2.0,2.4134
2012-05-28,3y,3.0,2.4502
2012-05-28,4y,4.0,2.6387
2012-05-28,5y,5.0,2.6878
2012-05-28,6y,6.0,3.0673
2012-05-28,7y,7.0,3.1681
2012-05-28,8y,8.0,3.3294
2012-05-28,9y,9.0,3.339
2012-05-28,10y,10.0,3.3418
2012-05-28,15y,15.0,3.6692
2012-05-28,20y,20.0,3.9446
2012-05-28,30y,30.0,4.1104
2012-05-28,40y,40.0,4.1923
2012-05-28,50y,50.0,4.2663
