,term,term_d,rate
2013-12-16,0d,0.0,2.6687
2013-12-16,1m,0.08,4.6502
2013-12-16,2m,0.17,4.5285
2013-12-16,3m,0.25,4.6095
2013-12-16,6m,0.5,4.2422
2013-12-16,9m,0.75,4.1702
2013-12-16,1y,1.0,4.039
2013-12-16,2y,2.0,4.3101
2013-12-16,3y,3.0,4.3471
2013-12-16,4y,4.0,4.4483
2013-12-16,5y,5.0,4.4337
2013-12-16,6y,6.0,4.6006
2013-12-16,7y,7.0,4.5614
2013-12-16,8y,8.0,4.5972
2013-12-16,9y,9.0,4.5826
2013-12-16,10y,10.0,4.5539
2013-12-16,15y,15.0,4.7908
2013-12-16,20y,20.0,5.013999999999999
2013-12-16,30y,30.0,5.0909
2013-12-16,40y,40.0,5.1995
2013-12-16,50y,50.0,5.2544
