,term,term_d,rate
2011-06-16,0d,0.0,3.3273
2011-06-16,1m,0.08,3.3444
2011-06-16,2m,0.17,3.3614
2011-06-16,3m,0.25,3.3801
2011-06-16,6m,0.5,3.4579
2011-06-16,9m,0.75,3.4987
2011-06-16,1y,1.0,3.5
2011-06-16,2y,2.0,3.5069999999999997
2011-06-16,3y,3.0,3.5217
2011-06-16,4y,4.0,3.58
2011-06-16,5y,5.0,3.6208
2011-06-16,6y,6.0,3.7291
2011-06-16,7y,7.0,3.8383
2011-06-16,8y,8.0,3.91
2011-06-16,9y,9.0,3.9546
2011-06-16,10y,10.0,3.9839
2011-06-16,15y,15.0,4.1224
2011-06-16,20y,20.0,4.2496
2011-06-16,30y,30.0,4.4005
2011-06-16,40y,40.0,4.4781
2011-06-16,50y,50.0,4.5526
