,term,term_d,rate
2011-05-20,0d,0.0,2.7752
2011-05-20,1m,0.08,2.7777
2011-05-20,2m,0.17,2.7801
2011-05-20,3m,0.25,2.7924
2011-05-20,6m,0.5,2.952
2011-05-20,9m,0.75,2.9702
2011-05-20,1y,1.0,3.037
2011-05-20,2y,2.0,3.1716
2011-05-20,3y,3.0,3.3027
2011-05-20,4y,4.0,3.3710000000000004
2011-05-20,5y,5.0,3.4424
2011-05-20,6y,6.0,3.6162
2011-05-20,7y,7.0,3.6518
2011-05-20,8y,8.0,3.785
2011-05-20,9y,9.0,3.8261
2011-05-20,10y,10.0,3.8429
2011-05-20,15y,15.0,4.0367
2011-05-20,20y,20.0,4.1576
2011-05-20,30y,30.0,4.2877
2011-05-20,40y,40.0,4.3580000000000005
2011-05-20,50y,50.0,4.4219
