,term,term_d,rate
2014-10-14,0d,0.0,2.2347
2014-10-14,1m,0.08,3.5736
2014-10-14,2m,0.17,3.5772
2014-10-14,3m,0.25,3.5939
2014-10-14,6m,0.5,3.6747
2014-10-14,9m,0.75,3.64
2014-10-14,1y,1.0,3.6716
2014-10-14,2y,2.0,3.7003
2014-10-14,3y,3.0,3.7013
2014-10-14,4y,4.0,3.7576
2014-10-14,5y,5.0,3.7689
2014-10-14,6y,6.0,3.8142
2014-10-14,7y,7.0,3.8608
2014-10-14,8y,8.0,3.8729
2014-10-14,9y,9.0,3.9
2014-10-14,10y,10.0,3.9015
2014-10-14,15y,15.0,4.1198
2014-10-14,20y,20.0,4.3097
2014-10-14,30y,30.0,4.5514
2014-10-14,40y,40.0,4.6733
2014-10-14,50y,50.0,4.7275
