,term,term_d,rate
2011-03-07,0d,0.0,1.2605
2011-03-07,1m,0.08,1.8668
2011-03-07,2m,0.17,2.322
2011-03-07,3m,0.25,2.3985
2011-03-07,6m,0.5,2.6
2011-03-07,9m,0.75,2.7749
2011-03-07,1y,1.0,2.9352
2011-03-07,2y,2.0,3.2313
2011-03-07,3y,3.0,3.3311
2011-03-07,4y,4.0,3.4886
2011-03-07,5y,5.0,3.5813
2011-03-07,6y,6.0,3.7560000000000002
2011-03-07,7y,7.0,3.7946
2011-03-07,8y,8.0,3.8596
2011-03-07,9y,9.0,3.8985
2011-03-07,10y,10.0,3.9351
2011-03-07,15y,15.0,4.0995
2011-03-07,20y,20.0,4.1976
2011-03-07,30y,30.0,4.2981
2011-03-07,40y,40.0,4.3739
2011-03-07,50y,50.0,4.4395
