,term,term_d,rate
2015-10-14,0d,0.0,1.5558
2015-10-14,1m,0.08,2.1932
2015-10-14,2m,0.17,2.2405
2015-10-14,3m,0.25,2.3474
2015-10-14,6m,0.5,2.3395
2015-10-14,9m,0.75,2.3106
2015-10-14,1y,1.0,2.4084
2015-10-14,2y,2.0,2.6263
2015-10-14,3y,3.0,2.8037
2015-10-14,4y,4.0,2.8568
2015-10-14,5y,5.0,2.8729
2015-10-14,6y,6.0,2.9935
2015-10-14,7y,7.0,3.0548
2015-10-14,8y,8.0,3.0509
2015-10-14,9y,9.0,3.0445
2015-10-14,10y,10.0,3.0414
2015-10-14,15y,15.0,3.3629
2015-10-14,20y,20.0,3.6725
2015-10-14,30y,30.0,3.8125
2015-10-14,40y,40.0,3.8682
2015-10-14,50y,50.0,3.9139999999999997
