,term,term_d,rate
2012-10-19,0d,0.0,1.3905
2012-10-19,1m,0.08,2.0623
2012-10-19,2m,0.17,2.6491
2012-10-19,3m,0.25,2.8934
2012-10-19,6m,0.5,2.813
2012-10-19,9m,0.75,2.8339999999999996
2012-10-19,1y,1.0,2.9219999999999997
2012-10-19,2y,2.0,2.9727
2012-10-19,3y,3.0,3.077
2012-10-19,4y,4.0,3.1827
2012-10-19,5y,5.0,3.2148
2012-10-19,6y,6.0,3.3603
2012-10-19,7y,7.0,3.4723
2012-10-19,8y,8.0,3.48
2012-10-19,9y,9.0,3.4975
2012-10-19,10y,10.0,3.535
2012-10-19,15y,15.0,3.8336
2012-10-19,20y,20.0,4.1135
2012-10-19,30y,30.0,4.2061
2012-10-19,40y,40.0,4.2745
2012-10-19,50y,50.0,4.3168
