,term,term_d,rate
2013-04-24,0d,0.0,2.7274
2013-04-24,1m,0.08,2.6885
2013-04-24,2m,0.17,2.6497
2013-04-24,3m,0.25,2.6122
2013-04-24,6m,0.5,2.7824
2013-04-24,9m,0.75,2.7906
2013-04-24,1y,1.0,2.8243
2013-04-24,2y,2.0,2.9661
2013-04-24,3y,3.0,3.0268
2013-04-24,4y,4.0,3.1725
2013-04-24,5y,5.0,3.1978
2013-04-24,6y,6.0,3.3583
2013-04-24,7y,7.0,3.3648
2013-04-24,8y,8.0,3.4246
2013-04-24,9y,9.0,3.4426
2013-04-24,10y,10.0,3.4498
2013-04-24,15y,15.0,3.7799
2013-04-24,20y,20.0,4.0299
2013-04-24,30y,30.0,4.1705
2013-04-24,40y,40.0,4.2516
2013-04-24,50y,50.0,4.3295
