,term,term_d,rate
2013-03-05,0d,0.0,2.1727
2013-03-05,1m,0.08,2.4734
2013-03-05,2m,0.17,2.6828
2013-03-05,3m,0.25,2.707
2013-03-05,6m,0.5,2.7219
2013-03-05,9m,0.75,2.7342
2013-03-05,1y,1.0,2.7656
2013-03-05,2y,2.0,3.0572
2013-03-05,3y,3.0,3.0935
2013-03-05,4y,4.0,3.25
2013-03-05,5y,5.0,3.2721
2013-03-05,6y,6.0,3.4343
2013-03-05,7y,7.0,3.4626
2013-03-05,8y,8.0,3.516
2013-03-05,9y,9.0,3.5497
2013-03-05,10y,10.0,3.576
2013-03-05,15y,15.0,3.8482
2013-03-05,20y,20.0,4.0893
2013-03-05,30y,30.0,4.1953
2013-03-05,40y,40.0,4.2764
2013-03-05,50y,50.0,4.3409
