,term,term_d,rate
2012-03-27,0d,0.0,1.8475
2012-03-27,1m,0.08,2.4537
2012-03-27,2m,0.17,2.823
2012-03-27,3m,0.25,2.8299
2012-03-27,6m,0.5,2.8289
2012-03-27,9m,0.75,2.8538
2012-03-27,1y,1.0,2.8436
2012-03-27,2y,2.0,2.9384
2012-03-27,3y,3.0,2.9732
2012-03-27,4y,4.0,3.1171
2012-03-27,5y,5.0,3.1688
2012-03-27,6y,6.0,3.3813
2012-03-27,7y,7.0,3.4335
2012-03-27,8y,8.0,3.5289
2012-03-27,9y,9.0,3.5385
2012-03-27,10y,10.0,3.5403
2012-03-27,15y,15.0,3.7796
2012-03-27,20y,20.0,4.0477
2012-03-27,30y,30.0,4.1471
2012-03-27,40y,40.0,4.2182
2012-03-27,50y,50.0,4.3131
