,term,term_d,rate
2012-02-07,0d,0.0,1.5481
2012-02-07,1m,0.08,2.3983
2012-02-07,2m,0.17,2.9424
2012-02-07,3m,0.25,2.965
2012-02-07,6m,0.5,2.6866
2012-02-07,9m,0.75,2.7611
2012-02-07,1y,1.0,2.8176
2012-02-07,2y,2.0,2.8766
2012-02-07,3y,3.0,2.9119
2012-02-07,4y,4.0,3.0567
2012-02-07,5y,5.0,3.1364
2012-02-07,6y,6.0,3.3446
2012-02-07,7y,7.0,3.3961
2012-02-07,8y,8.0,3.4698
2012-02-07,9y,9.0,3.48
2012-02-07,10y,10.0,3.4810000000000003
2012-02-07,15y,15.0,3.7468
2012-02-07,20y,20.0,3.9942
2012-02-07,30y,30.0,4.0957
2012-02-07,40y,40.0,4.1807
2012-02-07,50y,50.0,4.2699
