,term,term_d,rate
2014-01-10,0d,0.0,1.9587
2014-01-10,1m,0.08,4.9982
2014-01-10,2m,0.17,4.3291
2014-01-10,3m,0.25,4.1223
2014-01-10,6m,0.5,4.0371
2014-01-10,9m,0.75,4.0165
2014-01-10,1y,1.0,4.1339
2014-01-10,2y,2.0,4.3099
2014-01-10,3y,3.0,4.3286
2014-01-10,4y,4.0,4.5073
2014-01-10,5y,5.0,4.4414
2014-01-10,6y,6.0,4.6377
2014-01-10,7y,7.0,4.5703
2014-01-10,8y,8.0,4.626
2014-01-10,9y,9.0,4.6145
2014-01-10,10y,10.0,4.6016
2014-01-10,15y,15.0,4.8180000000000005
2014-01-10,20y,20.0,5.0412
2014-01-10,30y,30.0,5.1432
2014-01-10,40y,40.0,5.2167
2014-01-10,50y,50.0,5.2716
