,term,term_d,rate
2014-01-28,0d,0.0,3.5684
2014-01-28,1m,0.08,5.035
2014-01-28,2m,0.17,4.0989
2014-01-28,3m,0.25,3.6961
2014-01-28,6m,0.5,3.5378
2014-01-28,9m,0.75,3.5264
2014-01-28,1y,1.0,3.6054
2014-01-28,2y,2.0,3.8001
2014-01-28,3y,3.0,4.035
2014-01-28,4y,4.0,4.2311
2014-01-28,5y,5.0,4.2154
2014-01-28,6y,6.0,4.5277
2014-01-28,7y,7.0,4.4454
2014-01-28,8y,8.0,4.5479
2014-01-28,9y,9.0,4.5485
2014-01-28,10y,10.0,4.5027
2014-01-28,15y,15.0,4.7348
2014-01-28,20y,20.0,4.968
2014-01-28,30y,30.0,5.07
2014-01-28,40y,40.0,5.1434
2014-01-28,50y,50.0,5.1983
