,term,term_d,rate
2013-03-07,0d,0.0,1.6407
2013-03-07,1m,0.08,2.2933
2013-03-07,2m,0.17,2.6979
2013-03-07,3m,0.25,2.7071
2013-03-07,6m,0.5,2.7233
2013-03-07,9m,0.75,2.7376
2013-03-07,1y,1.0,2.7645
2013-03-07,2y,2.0,3.0508
2013-03-07,3y,3.0,3.0972
2013-03-07,4y,4.0,3.2637
2013-03-07,5y,5.0,3.2768
2013-03-07,6y,6.0,3.4422
2013-03-07,7y,7.0,3.4727
2013-03-07,8y,8.0,3.5164
2013-03-07,9y,9.0,3.551
2013-03-07,10y,10.0,3.5813
2013-03-07,15y,15.0,3.8508
2013-03-07,20y,20.0,4.0919
2013-03-07,30y,30.0,4.1966
2013-03-07,40y,40.0,4.2777
2013-03-07,50y,50.0,4.3415
