,term,term_d,rate
2013-09-03,0d,0.0,2.2603
2013-09-03,1m,0.08,3.3402
2013-09-03,2m,0.17,3.4984
2013-09-03,3m,0.25,3.6438
2013-09-03,6m,0.5,3.6173
2013-09-03,9m,0.75,3.6002
2013-09-03,1y,1.0,3.6173
2013-09-03,2y,2.0,3.8468
2013-09-03,3y,3.0,3.8707
2013-09-03,4y,4.0,3.9188
2013-09-03,5y,5.0,3.9218
2013-09-03,6y,6.0,3.9996
2013-09-03,7y,7.0,4.0001
2013-09-03,8y,8.0,4.0123
2013-09-03,9y,9.0,4.0252
2013-09-03,10y,10.0,4.0404
2013-09-03,15y,15.0,4.1277
2013-09-03,20y,20.0,4.3331
2013-09-03,30y,30.0,4.3556
2013-09-03,40y,40.0,4.3777
2013-09-03,50y,50.0,4.3966
