,term,term_d,rate
2013-10-29,0d,0.0,3.5557
2013-10-29,1m,0.08,4.1339999999999995
2013-10-29,2m,0.17,3.9077
2013-10-29,3m,0.25,3.7856
2013-10-29,6m,0.5,3.6194
2013-10-29,9m,0.75,3.7672
2013-10-29,1y,1.0,3.7852
2013-10-29,2y,2.0,3.9504
2013-10-29,3y,3.0,4.0442
2013-10-29,4y,4.0,4.0421
2013-10-29,5y,5.0,4.0995
2013-10-29,6y,6.0,4.1873
2013-10-29,7y,7.0,4.16
2013-10-29,8y,8.0,4.1788
2013-10-29,9y,9.0,4.202
2013-10-29,10y,10.0,4.2173
2013-10-29,15y,15.0,4.4403
2013-10-29,20y,20.0,4.6285
2013-10-29,30y,30.0,4.7867
2013-10-29,40y,40.0,4.8379
2013-10-29,50y,50.0,4.8678
