,term,term_d,rate
2011-07-27,0d,0.0,3.2355
2011-07-27,1m,0.08,3.2569
2011-07-27,2m,0.17,3.2782
2011-07-27,3m,0.25,3.3951
2011-07-27,6m,0.5,3.6766
2011-07-27,9m,0.75,3.7532
2011-07-27,1y,1.0,3.7793
2011-07-27,2y,2.0,3.7233
2011-07-27,3y,3.0,3.7489
2011-07-27,4y,4.0,3.7675
2011-07-27,5y,5.0,3.8145
2011-07-27,6y,6.0,3.9
2011-07-27,7y,7.0,3.9627
2011-07-27,8y,8.0,4.0327
2011-07-27,9y,9.0,4.0685
2011-07-27,10y,10.0,4.0855
2011-07-27,15y,15.0,4.2377
2011-07-27,20y,20.0,4.4329
2011-07-27,30y,30.0,4.5612
2011-07-27,40y,40.0,4.6476
2011-07-27,50y,50.0,4.7076
