,term,term_d,rate
2013-08-05,0d,0.0,2.3596
2013-08-05,1m,0.08,3.4312
2013-08-05,2m,0.17,3.3852
2013-08-05,3m,0.25,3.3569
2013-08-05,6m,0.5,3.3605
2013-08-05,9m,0.75,3.3955
2013-08-05,1y,1.0,3.4189999999999996
2013-08-05,2y,2.0,3.4856
2013-08-05,3y,3.0,3.5324
2013-08-05,4y,4.0,3.6132
2013-08-05,5y,5.0,3.6275
2013-08-05,6y,6.0,3.6573
2013-08-05,7y,7.0,3.6577
2013-08-05,8y,8.0,3.6916
2013-08-05,9y,9.0,3.7173
2013-08-05,10y,10.0,3.7104
2013-08-05,15y,15.0,3.8537
2013-08-05,20y,20.0,4.0439
2013-08-05,30y,30.0,4.1607
2013-08-05,40y,40.0,4.2394
2013-08-05,50y,50.0,4.2732
