,term,term_d,rate
2011-01-28,0d,0.0,4.8316
2011-01-28,1m,0.08,3.9864
2011-01-28,2m,0.17,3.3741
2011-01-28,3m,0.25,3.2857
2011-01-28,6m,0.5,3.1854
2011-01-28,9m,0.75,3.1478
2011-01-28,1y,1.0,3.1657
2011-01-28,2y,2.0,3.2689999999999997
2011-01-28,3y,3.0,3.3731
2011-01-28,4y,4.0,3.4952
2011-01-28,5y,5.0,3.6185
2011-01-28,6y,6.0,3.7982
2011-01-28,7y,7.0,3.8271
2011-01-28,8y,8.0,3.8856
2011-01-28,9y,9.0,3.9463
2011-01-28,10y,10.0,4.0096
2011-01-28,15y,15.0,4.1635
2011-01-28,20y,20.0,4.2364
2011-01-28,30y,30.0,4.3312
2011-01-28,40y,40.0,4.3834
2011-01-28,50y,50.0,4.448
