,term,term_d,rate
2014-03-19,0d,0.0,1.9092
2014-03-19,1m,0.08,3.0757
2014-03-19,2m,0.17,3.056
2014-03-19,3m,0.25,3.0829
2014-03-19,6m,0.5,2.9781
2014-03-19,9m,0.75,2.7893
2014-03-19,1y,1.0,3.1333
2014-03-19,2y,2.0,3.576
2014-03-19,3y,3.0,3.7838
2014-03-19,4y,4.0,4.1843
2014-03-19,5y,5.0,4.1646
2014-03-19,6y,6.0,4.4506
2014-03-19,7y,7.0,4.3546
2014-03-19,8y,8.0,4.4382
2014-03-19,9y,9.0,4.449
2014-03-19,10y,10.0,4.5095
2014-03-19,15y,15.0,4.7449
2014-03-19,20y,20.0,4.976
2014-03-19,30y,30.0,5.0845
2014-03-19,40y,40.0,5.1572
2014-03-19,50y,50.0,5.2114
