,term,term_d,rate
2012-02-10,0d,0.0,1.6681
2012-02-10,1m,0.08,2.4846
2012-02-10,2m,0.17,3.0134
2012-02-10,3m,0.25,3.0343
2012-02-10,6m,0.5,2.8626
2012-02-10,9m,0.75,2.9197
2012-02-10,1y,1.0,2.9547
2012-02-10,2y,2.0,3.0081
2012-02-10,3y,3.0,3.0251
2012-02-10,4y,4.0,3.1261
2012-02-10,5y,5.0,3.1601
2012-02-10,6y,6.0,3.3803
2012-02-10,7y,7.0,3.4219999999999997
2012-02-10,8y,8.0,3.5154
2012-02-10,9y,9.0,3.5257
2012-02-10,10y,10.0,3.5210000000000004
2012-02-10,15y,15.0,3.7658
2012-02-10,20y,20.0,3.9982
2012-02-10,30y,30.0,4.0984
2012-02-10,40y,40.0,4.1827
2012-02-10,50y,50.0,4.2719
