,term,term_d,rate
2011-02-21,0d,0.0,1.653
2011-02-21,1m,0.08,2.4083
2011-02-21,2m,0.17,2.8955
2011-02-21,3m,0.25,2.9239
2011-02-21,6m,0.5,2.9731
2011-02-21,9m,0.75,3.0737
2011-02-21,1y,1.0,3.1532
2011-02-21,2y,2.0,3.2901
2011-02-21,3y,3.0,3.4372
2011-02-21,4y,4.0,3.5776
2011-02-21,5y,5.0,3.6955
2011-02-21,6y,6.0,3.8727
2011-02-21,7y,7.0,3.9052
2011-02-21,8y,8.0,3.9489
2011-02-21,9y,9.0,4.0088
2011-02-21,10y,10.0,4.0702
2011-02-21,15y,15.0,4.1964
2011-02-21,20y,20.0,4.2638
2011-02-21,30y,30.0,4.3586
2011-02-21,40y,40.0,4.4106
2011-02-21,50y,50.0,4.4762
