,term,term_d,rate
2013-10-25,0d,0.0,3.4767
2013-10-25,1m,0.08,4.1848
2013-10-25,2m,0.17,3.7377
2013-10-25,3m,0.25,3.759
2013-10-25,6m,0.5,3.5669999999999997
2013-10-25,9m,0.75,3.7186
2013-10-25,1y,1.0,3.7445
2013-10-25,2y,2.0,3.8267
2013-10-25,3y,3.0,3.9383
2013-10-25,4y,4.0,4.0152
2013-10-25,5y,5.0,4.0186
2013-10-25,6y,6.0,4.1362
2013-10-25,7y,7.0,4.16
2013-10-25,8y,8.0,4.1638
2013-10-25,9y,9.0,4.1784
2013-10-25,10y,10.0,4.2139999999999995
2013-10-25,15y,15.0,4.4347
2013-10-25,20y,20.0,4.6385
2013-10-25,30y,30.0,4.7795
2013-10-25,40y,40.0,4.8207
2013-10-25,50y,50.0,4.8506
