,term,term_d,rate
2011-02-10,0d,0.0,2.2055
2011-02-10,1m,0.08,2.6713
2011-02-10,2m,0.17,3.0271
2011-02-10,3m,0.25,3.0915
2011-02-10,6m,0.5,3.1676
2011-02-10,9m,0.75,3.1811
2011-02-10,1y,1.0,3.2
2011-02-10,2y,2.0,3.3201
2011-02-10,3y,3.0,3.4208
2011-02-10,4y,4.0,3.5893
2011-02-10,5y,5.0,3.7173
2011-02-10,6y,6.0,3.8714
2011-02-10,7y,7.0,3.8949
2011-02-10,8y,8.0,3.951
2011-02-10,9y,9.0,4.0299
2011-02-10,10y,10.0,4.1158
2011-02-10,15y,15.0,4.2373
2011-02-10,20y,20.0,4.2871
2011-02-10,30y,30.0,4.3819
2011-02-10,40y,40.0,4.4339
2011-02-10,50y,50.0,4.4985
